nomsuc2,numinv,caract,marca,color,moduni,numser,nomsuc1,diasapar,nomvenapar,diaseninv,numfacc,fecreg,tipocompra,obs_veh,nummot,numinv2,tipuni,llaves,desnac_imp,modellinea,descvers,ctoori,ctocon,ctototal
"PEÑUELA","29425","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG2TL815695","CORDOBA",0,"",181,"4095886",21/02/2026,"PV3","DISPONIBLE","HR16476097P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"BODEGA TUXTEPEC","29437","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG1TL812349","TUXTEPEC",0,"",181,"4096294",21/02/2026,"PDE","DEMO | TUXTEPEC | ANTIFAZ TRANSPARENTE, TAPETES USO RUDO","HR16473945P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"BODEGA TUXTEPEC","29438","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG3TL817455","TUXTEPEC",0,"",181,"4096295",21/02/2026,"PV3","TAPETES USO RUDO","HR16479957P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"BODEGA JUCHITAN","29445","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG1TL812206","JUCHITAN",0,"",181,"4096293",21/02/2026,"PDE","DEMO | JUCHITAN","HR16473553P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"BODEGA CORDOBA","29537","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG3TL812840","CORDOBA",0,"",177,"4100371",25/02/2026,"PDE","DEMO | PROTECTOR CAJUELA,TAPETES USO RUDO,ESTRIBOS INT ILUM,DEFLECTORES VIENTO","HR16472367P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"PEÑUELA","29538","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG8TL819363","CORDOBA",0,"",177,"4100375",25/02/2026,"PV3","SERV ADD RT 2 AÑOS, NITRO ACCESORIO TAPON","HR16481421P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"PEÑUELA","29746","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL821060","CORDOBA",0,"",165,"4106134",09/03/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16483536P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"BODEGA TUXTEPEC","29754","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL821138","TUXTEPEC",0,"",165,"4106244",09/03/2026,"PV3","TAPETE DE USO RUDO","HR16483501P","","NVEC1","","NACIONAL","","",363763.26,0.00,363763.26
"BODEGA ORIZABA","30542","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG4TL836404","ORIZABA",0,"",98,"4138887",15/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16505595P","","NVEC1","","NACIONAL","","",363885.26,0.00,363885.26
"BODEGA TUXTEPEC","30557","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AGXTL836178","TUXTEPEC",0,"",98,"4139125",15/05/2026,"PV3","DISPONIBLE","HR16503778P","","NVEC1","","NACIONAL","","",363885.26,0.00,363885.26
"BODEGA ORIZABA","30797","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/GRIS","2026","3N1CN9AGXTL838397","ORIZABA",0,"",84,"4147232",29/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16507960P","","NVEC1","","NACIONAL","","",363885.26,0.00,363885.26
"PEÑUELA","30809","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG2TL840371","CORDOBA",0,"",84,"4147231",29/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16510717P","","NVEC1","","NACIONAL","","",363885.26,0.00,363885.26
"PEÑUELA","31457","VERSA EXCLUSIVE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/GRIS","2026","3N1CN9AG9TL852677","CORDOBA",0,"",24,"4176930",28/07/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16527743P","","NVEC1","","NACIONAL","","",363885.26,0.00,363885.26
"BODEGA ORIZABA","29354","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL815164","ORIZABA",0,"",182,"4093339",20/02/2026,"PV3","NISSAN CONECT FINDER $ 7,300","HR16476510P","","NVSC2","","NACIONAL","","",318216.26,4164.72,322380.98
"BODEGA ORIZABA","29463","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG8TL818147","ORIZABA",0,"",179,"4097538",23/02/2026,"PV3","TAPETES RIGIDOS $ 1,340","HR16480264P","","NVSC2","","NACIONAL","","",318216.26,750.08,318966.34
"BODEGA JUCHITAN","29488","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG1TL818569","JUCHITAN",0,"",179,"4097823",23/02/2026,"PV3","DISPONIBLE","HR16481429P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA SALINA CRUZ","29518","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL818839","SALINA CRUZ",0,"",178,"4099209",24/02/2026,"PV3","NISSAN CONECT FINDER $ 7,300","HR16481488P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"PEÑUELA","29676","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG1TL819043","CORDOBA",0,"",174,"4104535",28/02/2026,"PV3","DISPONIBLE","HR16482152P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA TUXTEPEC","29683","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL815849","TUXTEPEC",0,"",174,"4104604",28/02/2026,"PV3","DISPONIBLE | TAA  $ 7,300","HR16475740P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA TUXTEPEC","29684","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG6TL819698","TUXTEPEC",0,"",174,"4104606",28/02/2026,"PV3","TAPETES USO RUDO","HR16482401P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA SALINA CRUZ","29693","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG6TL819426","SALINA CRUZ",0,"",174,"4104605",28/02/2026,"PV3","DISPONIBLE","HR16482491P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA TUXTEPEC","29847","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG6TL825226","TUXTEPEC",0,"",155,"4113905",19/03/2026,"PV3","TAPETES USO RUDO","HR16487064P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA ORIZABA","29865","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG0TL821544","ORIZABA",0,"",152,"4114761",22/03/2026,"PV3","TAPETES RIGIDOS $ 1,340","HR16482838P","","NVSC2","","NACIONAL","","",318216.26,750.08,318966.34
"BODEGA TUXTEPEC","29888","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG7TL825848","TUXTEPEC",0,"",151,"4115544",23/03/2026,"PV3","NISSAN CONECT FINDER $ 7,300","HR16489096P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA ORIZABA","29889","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG9TL824491","ORIZABA",0,"",151,"4115545",23/03/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16488241P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"PEÑUELA","29964","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG2TL822078","CORDOBA",0,"",150,"4116225",24/03/2026,"PV3","DISPONIBLE","HR16484307P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"PEÑUELA","29965","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG3TL823899","CORDOBA",0,"",150,"4116226",24/03/2026,"PV3","DISPONIBLE","HR16487405P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"PEÑUELA","29966","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG7TL823498","CORDOBA",0,"",150,"4116229",24/03/2026,"PV3","DISPONIBLE","HR16485927P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA JUCHITAN","30028","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG8TL823588","JUCHITAN",0,"",150,"4116449",24/03/2026,"PV3","DISPONIBLE","HR16484906P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA JUCHITAN","30031","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG2TL823554","JUCHITAN",0,"",150,"4116446",24/03/2026,"PV3","DISPONIBLE","HR16486627P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA SALINA CRUZ","30048","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG3TL821604","SALINA CRUZ",0,"",150,"4116447",24/03/2026,"PV3","DISPONIBLE","HR16482715P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA ORIZABA","30094","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG2TL828155","ORIZABA",0,"",148,"4118422",26/03/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16491085P","","NVSC2","","NACIONAL","","",318216.26,0.00,318216.26
"BODEGA ORIZABA","30260","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG2TL828558","ORIZABA",0,"",143,"4124435",31/03/2026,"PV3","TAPETES RIGIDOS $ 1,340","HR16489705P","","NVSC2","","NACIONAL","","",318216.26,750.09,318966.35
"BODEGA TUXTEPEC","30327","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG7TL831181","TUXTEPEC",0,"",123,"4128336",20/04/2026,"PV3","NISSAN CONECT FINDER $ 7,300","HR16498046P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","30396","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG2TL834117","TUXTEPEC",0,"",114,"4132529",29/04/2026,"PV3","TAPETES USO RUDO","HR16501325P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA JUCHITAN","30400","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG4TL834233","JUCHITAN",0,"",114,"4132530",29/04/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16500349P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA ORIZABA","30513","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CN9AG0TL831393","ORIZABA",0,"",113,"4134634",30/04/2026,"PV3","TAPETES RIGIDOS $ 1,340","HR16497653P","","NVSC2","","NACIONAL","","",318338.26,750.08,319088.34
"BODEGA ORIZABA","30525","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG2TL836207","ORIZABA",0,"",100,"4137589",13/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503802P","","NVSC2","","NACIONAL","","",318338.26,132.84,318471.10
"BODEGA ORIZABA","30570","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG0TL835427","ORIZABA",0,"",97,"4139421",16/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503979P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA ORIZABA","30577","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL837634","ORIZABA",0,"",95,"4139827",18/05/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16505340P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"PEÑUELA","30584","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG3TL837348","CORDOBA",0,"",95,"4140281",18/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16507572P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"PEÑUELA","30585","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG5TL835746","CORDOBA",0,"",95,"4140282",18/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503239P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"PEÑUELA","30586","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG9TL835815","CORDOBA",0,"",95,"4140283",18/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503235P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","30589","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG2TL837986","TUXTEPEC",0,"",95,"4139966",18/05/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16505286P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","30590","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL835320","TUXTEPEC",0,"",95,"4140395",18/05/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16503423P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","30591","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AGXTL835113","TUXTEPEC",0,"",95,"4140396",18/05/2026,"PV3","DISPONIBLE","HR16501303P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"PEÑUELA","30755","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG4TL840419","CORDOBA",0,"",85,"4145015",28/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16511329P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA ORIZABA","31008","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG0TL844113","ORIZABA",0,"",70,"4153765",12/06/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16516596P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA SALINA CRUZ","31018","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG7TL843413","SALINA CRUZ",0,"",70,"4154005",12/06/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16515552P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA SALINA CRUZ","31027","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG2TL842654","SALINA CRUZ",0,"",69,"4154400",13/06/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16514446P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA ORIZABA","31043","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG0TL845004","ORIZABA",0,"",67,"4155064",15/06/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16513867P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA JUCHITAN","31238","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG4TL849251","JUCHITAN",0,"",55,"4163018",27/06/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16523120P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA ORIZABA","31450","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL854639","ORIZABA",0,"",24,"4176929",28/07/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16530930P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","31464","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CN9AG9TL853022","TUXTEPEC",0,"",24,"4177171",28/07/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16525942P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"PEÑUELA","31540","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG3TL856434","CORDOBA",0,"",21,"4179800",31/07/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16532628P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","31550","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","NEGRO/NEGRO CON AZUL","2026","3N1CN9AGXTL856544","TUXTEPEC",0,"",21,"4180570",31/07/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16532618P","","NVSC2","","NACIONAL","","",318338.26,0.00,318338.26
"BODEGA TUXTEPEC","31717","VERSA SENSE CVT 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG8TL858406","TUXTEPEC",0,"",10,"4185821",11/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16535980P","","NVSC2","","NACIONAL","","",318469.10,0.00,318469.10
"BODEGA ORIZABA","31602","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG1TL843813","ORIZABA",0,"",16,"4182561",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516523P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA ORIZABA","31603","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL842968","ORIZABA",0,"",16,"4182562",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16514339P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA ORIZABA","31605","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG6TL843581","ORIZABA",0,"",16,"4182566",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516313P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA ORIZABA","31606","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG8TL843386","ORIZABA",0,"",16,"4182569",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16515495P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA ORIZABA","31607","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG9TL843056","ORIZABA",0,"",16,"4182571",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16514630P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA ORIZABA","31608","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AGXTL843793","ORIZABA",0,"",16,"4182573",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516575P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TIERRABLANCA","31610","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL843396","TIERRA BLANCA",0,"",16,"4182560",05/08/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : AVR - DISTR. EN WEB","HR16513953P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TIERRABLANCA","31611","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG7TL843508","TIERRA BLANCA",0,"",16,"4182567",05/08/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : AVR - DISTR. EN WEB","HR16515934P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TIERRABLANCA","31612","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG8TL843890","TIERRA BLANCA",0,"",16,"4182570",05/08/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516549P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"PEÑUELA","31616","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL843232","CORDOBA",0,"",16,"4182563",05/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : AVR - DISTR. EN WEB","HR16514076P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"PEÑUELA","31617","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL843224","CORDOBA",0,"",16,"4182564",05/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : AVR - DISTR. EN WEB","HR16513895P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"PEÑUELA","31618","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG8TL843212","CORDOBA",0,"",16,"4182568",05/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : AVR - DISTR. EN WEB","HR16513900P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"PEÑUELA","31619","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AGXTL843194","CORDOBA",0,"",16,"4182572",05/08/2026,"PV3","ROTULO TAXI","HR16512727P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TUXTEPEC","31629","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG2TL843688","TUXTEPEC",0,"",16,"4182660",05/08/2026,"PV3","RUTULO TAXI","HR16515900P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TUXTEPEC","31630","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL843661","TUXTEPEC",0,"",16,"4182664",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516477P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TUXTEPEC","31631","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL843711","TUXTEPEC",0,"",16,"4182665",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516327P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TUXTEPEC","31632","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG6TL843578","TUXTEPEC",0,"",16,"4182668",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516311P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TUXTEPEC","31633","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG6TL843676","TUXTEPEC",0,"",16,"4182670",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR - DISTR. EN WEB","HR16515908P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
"BODEGA TUXTEPEC","31634","VERSA SENSE TM BASE 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG9TL843770","TUXTEPEC",0,"",16,"4182672",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR - DISTR. EN WEB","HR16516521P","","NVSM1","","NACIONAL","","",293780.10,0.00,293780.10
