gpo_tra,des_gpo,numpaq_lin,arttrab,destra,hrsreal,hrspago,hortra,cantrefmat,ventra,totventra,ctouniesti,ctounit,totcto,utilbta,margenuti,nmodordmei,nmodordmai,otr_art,omarca,numpaq,nompaq,lineapaq,nomlinpaq
"01","MECANICA","3PK - PROMO CAMBIO DE ACEITE Y FILTRO,   Línea : C2-NP 300 D23","N01","NMEXPRESS",1.00,1.00,1.00,0.00,0.29,0.29,0.00,12.32,12.32,-12.03,-4148.28,"","","","","3PK","PROMO CAMBIO DE ACEITE Y FILTRO","C2","NP 300 D23"
"01","MECANICA","3PK - PROMO CAMBIO DE ACEITE Y FILTRO,   Línea : C2-NP 300 D23","PA1","PROMO CAMBIO DE ACEITE Y FILTRO",1.00,1.00,1.00,0.00,59.00,59.00,0.00,12.32,12.32,46.68,79.12,"","","","","3PK","PROMO CAMBIO DE ACEITE Y FILTRO","C2","NP 300 D23"
"01","MECANICA","B51 - CAMBIO DE BALATAS DELANTERAS,   Línea : 01-TSURU","41060F42X0","BALATAS DELANTERAS B13  G.V.",0.00,0.00,1.00,1.00,750.00,750.00,0.00,358.76,358.76,391.24,52.17,"","","","","B51","CAMBIO DE BALATAS DELANTERAS","01","TSURU"
"01","MECANICA","B51 - CAMBIO DE BALATAS DELANTERAS,   Línea : 01-TSURU","B52","CAMBIO DE BALATAS DELANTERAS PROMOCION",1.00,1.00,1.00,0.00,67.31,67.31,0.00,12.32,12.32,54.99,81.70,"","","","","B51","CAMBIO DE BALATAS DELANTERAS","01","TSURU"
"01","MECANICA","B53 - CAMBIO DE BALATAS TRASERAS ECONOMICAS,   Línea : 01-TSURU","M04","CAMBIO DE BALATAS TRASERAS",1.00,1.00,1.00,0.00,70.00,70.00,10.00,12.32,12.32,57.68,82.40,"","","","","B53","CAMBIO DE BALATAS TRASERAS ECONOMICAS","01","TSURU"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 01-TSURU","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","01","TSURU"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 01-TSURU","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","01","TSURU"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 02-SENTRA B15","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","02","SENTRA B15"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 02-SENTRA B15","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","02","SENTRA B15"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 05-ALMERA STD.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","05","ALMERA STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 05-ALMERA STD.","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","05","ALMERA STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 07-CHASIS LARGO","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","07","CHASIS LARGO"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 07-CHASIS LARGO","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","07","CHASIS LARGO"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 10-KING CAB","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","10","KING CAB"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 10-KING CAB","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","10","KING CAB"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 11-SENTRA, LUCINO AUT.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","11","SENTRA, LUCINO AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 11-SENTRA, LUCINO AUT.","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","11","SENTRA, LUCINO AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 14-PICK UP","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","14","PICK UP"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 14-PICK UP","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","14","PICK UP"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 19-OTRAS MARCAS Y USADO","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","19","OTRAS MARCAS Y USADO"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 19-OTRAS MARCAS Y USADO","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","19","OTRAS MARCAS Y USADO"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 21-PICK-UP < 1994","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","21","PICK-UP < 1994"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 21-PICK-UP < 1994","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","21","PICK-UP < 1994"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 22-TSURU < 1992 STD.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","22","TSURU < 1992 STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 22-TSURU < 1992 STD.","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","22","TSURU < 1992 STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 25-TSUBAME AUT.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","25","TSUBAME AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 25-TSUBAME AUT.","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","25","TSUBAME AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 37-SENTRA, LUCINO STD.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","37","SENTRA, LUCINO STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 37-SENTRA, LUCINO STD.","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","37","SENTRA, LUCINO STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 37-SENTRA, LUCINO STD.","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","37","SENTRA, LUCINO STD."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 39-SENTRA B15","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","39","SENTRA B15"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 39-SENTRA B15","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","39","SENTRA B15"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 39-SENTRA B15","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","39","SENTRA B15"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 41-TSURU AUT.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","41","TSURU AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 41-TSURU AUT.","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","41","TSURU AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 41-TSURU AUT.","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","41","TSURU AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 43-TSURU < 1992 AUT.","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","43","TSURU < 1992 AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 43-TSURU < 1992 AUT.","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","43","TSURU < 1992 AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 43-TSURU < 1992 AUT.","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","43","TSURU < 1992 AUT."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 55-TIIDA HATCHBACK","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","55","TIIDA HATCHBACK"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 55-TIIDA HATCHBACK","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","55","TIIDA HATCHBACK"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 55-TIIDA HATCHBACK","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","55","TIIDA HATCHBACK"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 57-SAKURA 1982-1986","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","57","SAKURA 1982-1986"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 57-SAKURA 1982-1986","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","57","SAKURA 1982-1986"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 58-TSURU I 1984-1987","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","58","TSURU I 1984-1987"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 58-TSURU I 1984-1987","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","58","TSURU I 1984-1987"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 58-TSURU I 1984-1987","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","58","TSURU I 1984-1987"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 70-JEEP COMANDER","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","70","JEEP COMANDER"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 70-JEEP COMANDER","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","70","JEEP COMANDER"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 76-PLATINA 2002...","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","76","PLATINA 2002..."
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 82-SENTRA B18","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","82","SENTRA B18"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 82-SENTRA B18","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","82","SENTRA B18"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 82-SENTRA B18","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","82","SENTRA B18"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 83-TIIDA SEDAN","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","83","TIIDA SEDAN"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 83-TIIDA SEDAN","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","83","TIIDA SEDAN"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 83-TIIDA SEDAN","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","83","TIIDA SEDAN"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 92-NP300","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","92","NP300"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 92-NP300","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","92","NP300"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 92-NP300","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","92","NP300"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 99-MARCH","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","99","MARCH"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 99-MARCH","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","99","MARCH"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : 99-MARCH","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","99","MARCH"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A1-VERSA","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","A1","VERSA"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A1-VERSA","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","A1","VERSA"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A1-VERSA","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","A1","VERSA"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A4-RENAULT TRAFIC","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","A4","RENAULT TRAFIC"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A4-RENAULT TRAFIC","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","A4","RENAULT TRAFIC"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A5-TSURU","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,43.96,175.84,0.00,36.15,144.61,31.23,17.76,"","","","","CA1","CAMPAÑA NACIONAL","A5","TSURU"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A5-TSURU","15208F4301","FILTRO DE ACEITE",0.00,0.00,1.00,1.00,140.91,140.91,0.00,84.42,84.42,56.49,40.09,"","","","","CA1","CAMPAÑA NACIONAL","A5","TSURU"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A5-TSURU","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","A5","TSURU"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A6-SUZUKY","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","A6","SUZUKY"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A6-SUZUKY","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","A6","SUZUKY"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A7-SUZUKI AUTOS","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","A7","SUZUKI AUTOS"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : A7-SUZUKI AUTOS","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","A7","SUZUKI AUTOS"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : B1-SENTRA 2013","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","B1","SENTRA 2013"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : B1-SENTRA 2013","152089E01A","FILTRO PARA ACEITE",0.00,0.00,1.00,1.00,296.91,296.91,0.00,171.50,171.50,125.41,42.24,"","","","","CA1","CAMPAÑA NACIONAL","B1","SENTRA 2013"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : B1-SENTRA 2013","A20","CAMBIO DE ACEITE Y FILTRO (TODOS MOD.)",4.00,1.00,4.00,0.00,65.09,260.36,62.22,12.32,12.32,248.04,95.27,"","","","","CA1","CAMPAÑA NACIONAL","B1","SENTRA 2013"
"01","MECANICA","CA1 - CAMPAÑA NACIONAL,   Línea : B2-NOTE","TAMBOF401ADDL","ACEITE PARA MOTOR 20W",0.00,0.00,4.00,4.00,76.10,304.40,0.00,36.15,144.61,159.79,52.49,"","","","","CA1","CAMPAÑA NACIONAL","B2","NOTE"
